id,name,link,immunity_condition,immunity_damage,def,hits,habitat,exp,speed,resist,saving,debility,languages,feels,skill_bonus,source,strength,dexterity,constitution,intelligence,wisdom,charisma,brief_inf
2574,Удав [Constrictor snake],https://dnd.su/bestiary/411-constrictor-snake/,,,12,13 (2к10 + 2) ,"болото, лес, под водой, пустыня",1/4 (50 опыта),"30 футов, плавая 30 футов",,,,,"слепое зрение? 10 футов, пассивное Восприятие 10",+2 ,"«Player's handbook», «Monster manual»","[15, 2]","[14, 2]","[12, 1]","[1, -5]","[10, 0]","[3, -4]","Большой? Зверь, без мировоззрения"
2575,Упряжная лошадь [Draft horse],https://dnd.su/bestiary/412-draft-horse/,,,10,19 (3к10 + 3) ,город,1/4 (50 опыта),40 футов,,,,,пассивное Восприятие 10,+2 ,«Monster manual»,"[18, 4]","[10, 0]","[12, 1]","[2, -4]","[11, 0]","[7, -2]","Большой? Зверь, без мировоззрения"
2576,Ученик волшебника [Apprentice wizard],https://dnd.su/bestiary/6563-apprentice-wizard/,,,10,13 (3к8) ,город,1/4 (50 опыта),30 футов,,,,Любой язык (обычно Общий),пассивное Восприятие 10,+2 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[10, 0]","[10, 0]","[10, 0]","[14, 2]","[10, 0]","[11, 0]","Средний? Гуманоид, любое мировоззрение"
2577,Ужасающий воин [Dread Warrior],https://dnd.su/bestiary/4654-dread-warrior/,"отравление?, истощение?",яд,18,37 (5к8 + 15) ,,1 (200 опыта),30 футов,,Мдр +3,,Общий,тёмное зрение? 60 футов,+2 ,«Tales from the Yawning Portal»,"[15, 2]","[11, 0]","[16, 3]","[10, 0]","[12, 1]","[10, 0]","Средняя? Нежить, нейтрально-злая"
2578,Улыбающийся кот [Grinning Cat],https://dnd.su/bestiary/12172-grinning-cat/,,,12,45 (7к10 + 7) ,,1 (200 опыта),"40 футов, лазая 40 футов",,,,"Общий, Сильван","тёмное зрение? 60 футов, пассивное Восприятие 14",+2 ,«Bigby Presents: Glory of the Giants»,"[14, 2]","[15, 2]","[13, 1]","[15, 2]","[14, 2]","[16, 3]","Большая? Фея, обычно хаотично-нейтральная"
2579,Упырь [Ghoul],https://dnd.su/bestiary/166-ghoul/,"очарование?, отравление?, истощение?",яд,12,22 (5к8) ,"болото, город, подземье",1 (200 опыта),30 футов,,,,Общий,"тёмное зрение? 60 футов, пассивное Восприятие 10",+2 ,«Monster manual»,"[13, 1]","[15, 2]","[10, 0]","[7, -2]","[10, 0]","[6, -2]","Средняя? Нежить, хаотично-злая"
2580,Утончённый [Thinnings],https://dnd.su/bestiary/8433-thinnings/,,,12,27 (6к8) ,,1 (200 опыта),30 футов,,,,"Общий, Сильван, Эльфийский",пассивное Восприятие 16,+2 ,«The Wild Beyond The Witchlight: A Feywild Adventure»,"[10, 0]","[15, 2]","[10, 0]","[12, 1]","[14, 2]","[16, 3]","Средняя? Фея, нейтральная, именной НИП"
2581,Утробный демон [Maw demon],https://dnd.su/bestiary/6833-maw-demon/,"отравление?, очарование?, испуг?",яд,13,33 (6к8 + 6) ,подземье,1 (200 опыта),30 футов,"огонь, холод, электричество",,,Бездны,"тёмное зрение? 60 футов, пассивное Восприятие 9",+2 ,«Mordenkainen Presents: Monsters of the Multiverse»,"[14, 2]","[8, -1]","[13, 1]","[5, -3]","[8, -1]","[5, -3]","Среднее? Исчадие (демон), обычно хаотично-злое"
2582,Ураган [Hurricane],https://dnd.su/bestiary/3655-hurricane/,,,14,33 (6к8 + 6) ,,2 (450 опыта),45 футов,,,,"Общий, Ауран",пассивное Восприятие 11,+2 ,«Princes of the Apocalypse»,"[12, 1]","[16, 3]","[13, 1]","[10, 0]","[12, 1]","[10, 0]","Средний? Гуманоид (человек), законно-злой"
2583,Утгардский шаман [Uthgardt shaman],https://dnd.su/bestiary/5606-uthgardt-shaman/,,,13,38 (7к8 + 7) ,,2 (450 опыта),30 футов,,,,"Общий, Бохти",пассивное Восприятие 14,+2 ,«Storm King's Thunder»,"[14, 2]","[12, 1]","[13, 1]","[10, 0]","[15, 2]","[12, 1]","Средний? Гуманоид (человек), нейтрально-злой"
2584,Утопший клинок [Drowned Blade],https://dnd.su/bestiary/7503-drowned-blade/,отравление?,яд,10,45 (6к8 + 18) ,,2 (450 опыта),30 футов,,,,"Понимает языки, которые знал при жизни, но не может говорить.","тёмное зрение? 60 футов, пассивное Восприятие 9",+2 ,«Ghosts of Saltmarsh»,"[16, 3]","[8, -1]","[16, 3]","[3, -4]","[9, -1]","[5, -3]","Средняя? Нежить, хаотично-злая"
2585,Ученик с Визерблума [Witherbloom Apprentice],https://dnd.su/bestiary/8350-witherbloom-apprentice/,,,13,44 (8к8 + 8) ,,2 (450 опыта),30 футов,,"Тел +3, Мдр +4",,"Общий, и два любых языка",пассивное Восприятие 16,+2 ,«Strixhaven: A Curriculum of Chaos»,"[10, 0]","[14, 2]","[13, 1]","[12, 1]","[15, 2]","[11, 0]","Маленький? или Средний? Гуманоид (Друид), любое мировоззрение"
2586,Ученик с Квандрикса [Quandrix Apprentice],https://dnd.su/bestiary/8321-quandrix-apprentice/,,,11,44 (8к8 + 8) ,,2 (450 опыта),30 футов,,"Инт +4, Мдр +4",,"Общий, и два любых языка",пассивное Восприятие 12,+2 ,«Strixhaven: A Curriculum of Chaos»,"[10, 0]","[12, 1]","[13, 1]","[15, 2]","[14, 2]","[11, 0]","Маленький? или Средний? Гуманоид (Волшебник), любое мировоззрение"
2587,Ученик с Лорхолда [Lorehold Apprentice],https://dnd.su/bestiary/8067-lorehold-apprentice/,,,12,33 (6к8 + 6) ,,2 (450 опыта),30 футов,,"Тел +3, Инт +4",,"Общий, и два любых языка",пассивное Восприятие 11,+2 ,«Strixhaven: A Curriculum of Chaos»,"[10, 0]","[14, 2]","[13, 1]","[15, 2]","[12, 1]","[11, 0]","Маленький? или Средний? Гуманоид (Волшебник), любое мировоззрение"
2588,Ученик с Призмари [Prismari Apprentice],https://dnd.su/bestiary/8313-prismari-apprentice/,,,12,44 (8к8 + 8) ,,2 (450 опыта),35 футов,,"Лов +4, Хар +4",,"Общий, и два любых языка",пассивное Восприятие 11,+2 ,«Strixhaven: A Curriculum of Chaos»,"[10, 0]","[14, 2]","[13, 1]","[12, 1]","[13, 1]","[15, 2]","Маленький? или Средний? Гуманоид (Чародей), любое мировоззрение"
2589,Ученик с Сильверквилла [Silverquill Apprentice],https://dnd.su/bestiary/8342-silverquill-apprentice/,,,12,44 (8к8 + 8) ,,2 (450 опыта),30 футов,,"Лов +4, Хар +4",,"Общий, и два любых языка",пассивное Восприятие 10,+2 ,«Strixhaven: A Curriculum of Chaos»,"[10, 0]","[14, 2]","[13, 1]","[12, 1]","[11, 0]","[15, 2]","Маленький? или Средний? Гуманоид (Бард), любое мировоззрение"
2590,Уай [Y],https://dnd.su/bestiary/5868-y/,,,13,49 (11к6 + 11) ,,3 (700 опыта),30 футов,,,,"Дварфийский, Подземный, Эльфийский","тёмное зрение? 120 футов, пассивное Восприятие 7",+2 ,«Out of the Abyss»,"[9, -1]","[14, 2]","[12, 1]","[18, 4]","[5, -3]","[14, 2]","Маленький? Гуманоид (дерро), нейтральный, именной НИП"
2591,Умертвие [Wight],https://dnd.su/bestiary/310-wight/,"отравление?, истощение?",яд,14,45 (6к8 + 18) ,"болото, город, подземье, пустыня",3 (700 опыта),30 футов,"некротическая энергия; дробящий, колющий, рубящий от немагических атак, кроме нанесённых посеребрённым оружием",,,"все, известные при жизни","тёмное зрение? 60 футов, пассивное Восприятие 13",+2 ,«Monster manual»,"[15, 2]","[14, 2]","[16, 3]","[10, 0]","[13, 1]","[15, 2]","Средняя? Нежить, нейтрально-злая"
2592,Уорвик Бумстимофф [Warwyck Blastimoff],https://dnd.su/bestiary/9265-warwyck-blastimoff/,,,12,75 (10к8 + 30) ,,3 (700 опыта),"30 футов, плавая 30 футов",,,,Общий,пассивное Восприятие 11,+2 ,«Spelljammer: Adventures in Space»,"[18, 4]","[14, 2]","[17, 3]","[11, 0]","[12, 1]","[12, 1]","Средний? Гуманоид, законно-добрый, именной НИП"
2593,Ускользающий зверь [Displacer beast],https://dnd.su/bestiary/94-displacer-beast/,,,13,85 (10к10 + 30) ,лес,3 (700 опыта),40 футов,,,,,"тёмное зрение? 60 футов, пассивное Восприятие 11",+2 ,«Monster manual»,"[18, 4]","[15, 2]","[16, 3]","[6, -2]","[12, 1]","[8, -1]","Большой? Монстр, законно-злой"
2594,Утопший аскет [Drowned Ascetic],https://dnd.su/bestiary/7501-drowned-ascetic/,отравление?,яд,13,75 (10к8 + 30) ,,3 (700 опыта),30 футов,,Лов +5,,,"тёмное зрение? 60 футов, пассивное Восприятие 9",+2 ,«Ghosts of Saltmarsh»,"[12, 1]","[16, 3]","[16, 3]","[3, -4]","[9, -1]","[5, -3]","Средняя? Нежить, хаотично-злая"
2595,Учёный-археолог [Scholarly Excavator],https://dnd.su/bestiary/7863-scholarly-excavator/,,,16,67 (9к8 + 27) ,,3 (700 опыта),30 футов,,"Тел +5, Инт +4",,Общий,пассивное Восприятие 12,+2 ,«Critical Role: Call of the Netherdeep»,"[15, 2]","[14, 2]","[16, 3]","[14, 2]","[14, 2]","[12, 1]","Маленький? или Средний? Гуманоид, любое мировоззрение"
2596,Угольная смерть [Ebondeath],https://dnd.su/bestiary/8031-ebondeath/,"сбивание с ног?, паралич?, очарование?, отравление?, опутанность?, окаменение?, истощение?, испуг?, захват?","некротическая энергия, холод, яд",15,225 (10к8 + 180) ,,4 (1100 опыта),"0 футов, летая 40 футов (парит)","звук, кислота, огонь, электричество; дробящий, колющий, рубящий от немагических атак",,,"все, известные при жизни","тёмное зрение? 60 футов, пассивное Восприятие 11",+2 ,«Essentials Kit: Divine Contention»,"[7, -2]","[13, 1]","[10, 0]","[10, 0]","[12, 1]","[17, 3]","Средняя? Нежить, любое мировоззрение, именной НИП"
2597,Ужас Сладкоежек [Sweettooth Horror],https://dnd.su/bestiary/17357-sweettooth-horror/,"истощение?, отравление?, очарование?",яд,14,58 (9к10 + 9) ,,4 (1100 опыта),40 футов,,,дробящий,,"тёмное зрение? 60 футов, пассивное Восприятие 9",+2 ,«Monstrous Compendium Vol. Four: Eldraine Creatures»,"[15, 2]","[18, 4]","[12, 1]","[6, -2]","[8, -1]","[12, 1]","Большое? Исчадие, нейтрально-злое"
2598,Ужас Халастера [Halaster Horror],https://dnd.su/bestiary/6205-halaster-horror/,"окаменение?, ослепление?, отравление?, паралич?, очарование?, глухота?, испуг?, ошеломление?","некротическая энергия, силовое поле, яд",20,60 (8к8 + 24) ,,4 (1100 опыта),"30 футов, летая 30 футов","дробящий, колющий, рубящий от немагических атак, кроме нанесённых адамантиновым оружием",,,понимает язык своего создателя но не говорит.,"слепое зрение? 60 футов (слеп за пределами этого радиуса), пассивное Восприятие 14",+2 ,«Waterdeep: Dungeon of the Mad Mage»,"[18, 4]","[13, 1]","[16, 3]","[10, 0]","[10, 0]","[10, 0]","Средний? Конструкт, нейтральный"
